Etiqueta,Clase(s),Contenido
div,container-fluid footer__links col-xs-12 item footer__main,"AUTORIZACIÓN PARA EL TRATAMIENTO DE DATOS PERSONALES Y AVISO DE PRIVACIDAD Con esta suscripción obrando por mi propia cuenta y nombre, autorizo en forma previa, expresa e informada, en mi calidad de Titular de los datos personales que comunico a Colombiana de Comercio S.A. (en adelante, “La Compañía”), identificada con NIT. 890.900.943-1, así como a todas sus Unidades de Negocio enunciadas en su Política de Privacidad, para que en los términos de la Ley 1581 de 2012 y demás normatividad vigente en materia de Habeas Data, trate mis datos personales con las siguientes finalidades: (i)comunicar información publicitaria, ofertas, listas de precios y campañas comerciales, entre otra información relativa a los productos y servicios que ofrece, intermedia o comercializa La Compañía, directa o indirectamente, al igual que terceros respecto de los cuales La Compañía tenga una relación contractual y/o comercial vigente para dichos fines; (ii)evaluar preferencias, experiencias sobre productos y hábitos de consumo, al igual que realizar análisis de datos para el apoyo a la actividad comercial de La Compañía; (iii)realizar labores de fidelización de clientes; (iv)invitar a eventos, capacitaciones y otras actividades para fortalecer la relación con los compradores potenciales o efectivos de los productos; (v) realizar acciones de inteligencia de negocios, prospectiva de clientes y tendencias de mercado.Los datos personales serán gestionados de forma segura y algunos tratamientos podrán ser realizados de manera directa o a través de encargados, quienes podrán estar domiciliados dentro o fuera del territorio Colombiano, en Europa y en países tales como los Estados Unidos, entre otros. El tratamiento de los datos personales por parte de La Compañía se realizará dando cumplimiento a la Política de Privacidad y Protección de Datos personales, la cual puede ser consultada en http://www.alkomprar.com/ y a lo dispuesto en la ley 1581 de 2012. Se presume que la información personal suministrada es veraz y ha sido entregada por el titular de esta y/o su representante o persona autorizada.El titular de los datos personales tiene derecho a (i)Conocer, actualizar y rectificar sus datos sobre información parcial, inexacta, incompleta, fraccionada o que induzca al error; (ii)Solicitar prueba de esta autorización; (iii)Ser informado(a) sobre el Tratamiento dado a sus datos; (iv)Presentar quejas a la Superintendencia de Industria y Comercio por infracciones frente a la normatividad vigente en materia de protección de datos personales; (v)Revocar la autorización y solicitar la supresión de los datos suministrados en los términos de la Ley 1581 de 2012; (vi)Acceder gratuitamente a los datos objeto de Tratamiento. Estos derechos podrán ser ejercidos a través de los siguientes canales dispuestos por La Compañía: (i)Calle 11 N° 31 A – 42, Bogotá; (ii) datos.personales@corbeta.com.coTérminos y Condiciones Ofertas de Medios de pagoLegal: Máximo 3 unidades por cliente con cualquier medio de pago (Para consolas máximo 1 unidad por referencia)Tarjeta de Crédito Alkosto: Ofertas válidas del 24 al 30 de Agosto de 2024. La vigencia puede variar de acuerdo con el producto seleccionado. Descuento válido al pagar el total de la compra con Tarjeta Alkosto Mastercard. Máximo 3 unidades por cliente. El seguro incluido en las ofertas de celulares es otorgado por SEGUROS GENERALES SURAMERICANA S.A., TUYA no asume ninguna responsabilidad referente al seguro. Oferta válida en almacenes Alkosto, Ktronix, www.alkosto.com, www.ktronix.com, excepto Nariño. Los intereses se liquidarán con la tasa vigente en el momento del uso, tasa para el mes de agosto de 2024: 29,18663% E.A. Aprobación sujeta a análisis de riesgo por Tuya S.A. Tarjeta Alkosto Mastercard emitida por Compañía de Financiamiento TUYA S.A. Legal bancos: Oferta válida del 24 al 30 de agosto 2024 pagando con Tarjetas de Crédito Fácil Codensa, Tarjeta de Crédito Fácil Codensa Mastercard y Tarjetas de Crédito Davivienda (excepto tarjetas débito, tarjetas de crédito empresarial, marca privada, virtuales, sin banda, línea libranza, cuota fija, Diners Fondavivienda, Cafeteras, Agropecuarias, Diners Gift, Alianza Su+ (OutletCard, NafNaf, Americanino, Chevignon, Esprit, Mango, American Eagle). Las ofertas con Tarjetas de Crédito NO aplican para pago con billeteras digitales. Aplica en los almacenes Alkosto, Ktronix a nivel nacional y en www.alkosto.com, www.ktronix.com, (No aplica en los almacenes del Departamento de Nariño). El descuento es directo en el precio y se hace efectivo en los puntos de pago, para las compras realizadas por Internet el descuento se verá reflejado en el momento de seleccionar el medio de pago Tarjetas Crédito según corresponda la oferta. Para productos en oferta máximo tres unidades por referencia, en consolas máximo una unidad por tarjetahabiente. La disponibilidad de los productos depende del inventario que maneje cada almacén. No canjeable por efectivo, no acumulable con otras ofertas. Para aplicar al descuento se debe pagar la totalidad de la compra con las tarjetas de crédito mencionadas, según corresponda la oferta. Para compras por internet no aplican las ofertas de los productos que sean combos o Kasados. La calidad, idoneidad, seguridad y garantía de los productos y servicios ofrecidos son responsabilidad exclusiva del establecimiento de comercio. Consulte puntos de venta, términos y condiciones en www.alkosto.com y www.ktronix.com. Los Productos y Servicios Financieros son ofrecidos por cada banco, quien liquidará las cuotas de acuerdo con la tasa que determine. Crédito Fácil Codensa: es un producto financiado por Multibanca Colpatria del Grupo Scotiabank, La tasa aplicada será la vigente el día de la compra, consúltelas en www.creditofacilcodensa.com/herramientas-globales/tasas-y-tarifas. Aprobación sujeta a políticas de la entidad. Scotiabank Colpatria actúa únicamente como financiador. Financia Scotiabank Colpatria establecimiento bancario vigilado por la Superintendencia financiera de Colombia. Los productos aquí desitos son ofrecidos por Alkosto, Ktronix y Alkomprar, por lo tanto, son ellos los responsables de la oferta, la venta, la entrega, el funcionamiento y la garantía de estos. Imágenes de referencia, el tamaño de las fotos no necesariamente representa el tamaño real del producto. La información de precio, unidades, características y detalle del producto se encuentra publicada en cada una de las referencias. Aplica únicamente para tarjetas de crédito emitidas en Colombia. Para ofertas de beneficio de 0% de interés, por favor consultar en los siguientes enlaces de acuerdo con la entidad.  ✧Davivienda 0% de intereses y Plan 0es3 (bine 459321) en productos Apple consulte en: www.alkosto.com/davivienda-plan-0es3-0interes ✧Davivienda 0% de Interés PLAN INTELIGENTE consulte en: https://www.alkosto.com/davivienda-plan-inteligente ✧Davivienda iPhone for Life en productos Apple consulte en: www.alkosto.com/iphone-for-life ✧Tarjeta de crédito Alkosto consulte en: www.alkosto.com y www.tarjetaalkosto.com.co ✧0% de intereses Samsung con Tarjetas Crédito Bancolombia y Tarjeta Crédito Davivienda. Ver términos y condiciones aquí.Nuestra CompañíaQuiénes somosNuestras tiendasNuestras marcasContáctenosTrabaja con nosotrosTarjeta de crédito AlkostoCertificados tributariosRifasFondo de empleados y cooperativasCompras en líneaPreguntas frecuentesPago seguroMétodos de envíoMedios de pagoSegurosServiciosInstalacionesAgendar servicio de instalaciónGarantía extendidaGarantías y centros de servicios técnicoInstalación de LlantasConsulta tu facturaPolíticasTérminos y condiciones del canal digitalContrato de compraventa en líneaPolitíca de privacidadSolicitud tratamiento de datos personalesPolítica de cookiesPoltica de cambios y devolucionesCódigo de éticaManual de normas SST para TercerosLínea éticaTodo lo que debes saber sobre televisión digital terrestreSuperintendencia de Industria y Comercio - SIC"
div,footer__main--payment-methods footer-terms,"AUTORIZACIÓN PARA EL TRATAMIENTO DE DATOS PERSONALES Y AVISO DE PRIVACIDAD Con esta suscripción obrando por mi propia cuenta y nombre, autorizo en forma previa, expresa e informada, en mi calidad de Titular de los datos personales que comunico a Colombiana de Comercio S.A. (en adelante, “La Compañía”), identificada con NIT. 890.900.943-1, así como a todas sus Unidades de Negocio enunciadas en su Política de Privacidad, para que en los términos de la Ley 1581 de 2012 y demás normatividad vigente en materia de Habeas Data, trate mis datos personales con las siguientes finalidades: (i)comunicar información publicitaria, ofertas, listas de precios y campañas comerciales, entre otra información relativa a los productos y servicios que ofrece, intermedia o comercializa La Compañía, directa o indirectamente, al igual que terceros respecto de los cuales La Compañía tenga una relación contractual y/o comercial vigente para dichos fines; (ii)evaluar preferencias, experiencias sobre productos y hábitos de consumo, al igual que realizar análisis de datos para el apoyo a la actividad comercial de La Compañía; (iii)realizar labores de fidelización de clientes; (iv)invitar a eventos, capacitaciones y otras actividades para fortalecer la relación con los compradores potenciales o efectivos de los productos; (v) realizar acciones de inteligencia de negocios, prospectiva de clientes y tendencias de mercado.Los datos personales serán gestionados de forma segura y algunos tratamientos podrán ser realizados de manera directa o a través de encargados, quienes podrán estar domiciliados dentro o fuera del territorio Colombiano, en Europa y en países tales como los Estados Unidos, entre otros. El tratamiento de los datos personales por parte de La Compañía se realizará dando cumplimiento a la Política de Privacidad y Protección de Datos personales, la cual puede ser consultada en http://www.alkomprar.com/ y a lo dispuesto en la ley 1581 de 2012. Se presume que la información personal suministrada es veraz y ha sido entregada por el titular de esta y/o su representante o persona autorizada.El titular de los datos personales tiene derecho a (i)Conocer, actualizar y rectificar sus datos sobre información parcial, inexacta, incompleta, fraccionada o que induzca al error; (ii)Solicitar prueba de esta autorización; (iii)Ser informado(a) sobre el Tratamiento dado a sus datos; (iv)Presentar quejas a la Superintendencia de Industria y Comercio por infracciones frente a la normatividad vigente en materia de protección de datos personales; (v)Revocar la autorización y solicitar la supresión de los datos suministrados en los términos de la Ley 1581 de 2012; (vi)Acceder gratuitamente a los datos objeto de Tratamiento. Estos derechos podrán ser ejercidos a través de los siguientes canales dispuestos por La Compañía: (i)Calle 11 N° 31 A – 42, Bogotá; (ii) datos.personales@corbeta.com.coTérminos y Condiciones Ofertas de Medios de pagoLegal: Máximo 3 unidades por cliente con cualquier medio de pago (Para consolas máximo 1 unidad por referencia)Tarjeta de Crédito Alkosto: Ofertas válidas del 24 al 30 de Agosto de 2024. La vigencia puede variar de acuerdo con el producto seleccionado. Descuento válido al pagar el total de la compra con Tarjeta Alkosto Mastercard. Máximo 3 unidades por cliente. El seguro incluido en las ofertas de celulares es otorgado por SEGUROS GENERALES SURAMERICANA S.A., TUYA no asume ninguna responsabilidad referente al seguro. Oferta válida en almacenes Alkosto, Ktronix, www.alkosto.com, www.ktronix.com, excepto Nariño. Los intereses se liquidarán con la tasa vigente en el momento del uso, tasa para el mes de agosto de 2024: 29,18663% E.A. Aprobación sujeta a análisis de riesgo por Tuya S.A. Tarjeta Alkosto Mastercard emitida por Compañía de Financiamiento TUYA S.A. Legal bancos: Oferta válida del 24 al 30 de agosto 2024 pagando con Tarjetas de Crédito Fácil Codensa, Tarjeta de Crédito Fácil Codensa Mastercard y Tarjetas de Crédito Davivienda (excepto tarjetas débito, tarjetas de crédito empresarial, marca privada, virtuales, sin banda, línea libranza, cuota fija, Diners Fondavivienda, Cafeteras, Agropecuarias, Diners Gift, Alianza Su+ (OutletCard, NafNaf, Americanino, Chevignon, Esprit, Mango, American Eagle). Las ofertas con Tarjetas de Crédito NO aplican para pago con billeteras digitales. Aplica en los almacenes Alkosto, Ktronix a nivel nacional y en www.alkosto.com, www.ktronix.com, (No aplica en los almacenes del Departamento de Nariño). El descuento es directo en el precio y se hace efectivo en los puntos de pago, para las compras realizadas por Internet el descuento se verá reflejado en el momento de seleccionar el medio de pago Tarjetas Crédito según corresponda la oferta. Para productos en oferta máximo tres unidades por referencia, en consolas máximo una unidad por tarjetahabiente. La disponibilidad de los productos depende del inventario que maneje cada almacén. No canjeable por efectivo, no acumulable con otras ofertas. Para aplicar al descuento se debe pagar la totalidad de la compra con las tarjetas de crédito mencionadas, según corresponda la oferta. Para compras por internet no aplican las ofertas de los productos que sean combos o Kasados. La calidad, idoneidad, seguridad y garantía de los productos y servicios ofrecidos son responsabilidad exclusiva del establecimiento de comercio. Consulte puntos de venta, términos y condiciones en www.alkosto.com y www.ktronix.com. Los Productos y Servicios Financieros son ofrecidos por cada banco, quien liquidará las cuotas de acuerdo con la tasa que determine. Crédito Fácil Codensa: es un producto financiado por Multibanca Colpatria del Grupo Scotiabank, La tasa aplicada será la vigente el día de la compra, consúltelas en www.creditofacilcodensa.com/herramientas-globales/tasas-y-tarifas. Aprobación sujeta a políticas de la entidad. Scotiabank Colpatria actúa únicamente como financiador. Financia Scotiabank Colpatria establecimiento bancario vigilado por la Superintendencia financiera de Colombia. Los productos aquí desitos son ofrecidos por Alkosto, Ktronix y Alkomprar, por lo tanto, son ellos los responsables de la oferta, la venta, la entrega, el funcionamiento y la garantía de estos. Imágenes de referencia, el tamaño de las fotos no necesariamente representa el tamaño real del producto. La información de precio, unidades, características y detalle del producto se encuentra publicada en cada una de las referencias. Aplica únicamente para tarjetas de crédito emitidas en Colombia. Para ofertas de beneficio de 0% de interés, por favor consultar en los siguientes enlaces de acuerdo con la entidad.  ✧Davivienda 0% de intereses y Plan 0es3 (bine 459321) en productos Apple consulte en: www.alkosto.com/davivienda-plan-0es3-0interes ✧Davivienda 0% de Interés PLAN INTELIGENTE consulte en: https://www.alkosto.com/davivienda-plan-inteligente ✧Davivienda iPhone for Life en productos Apple consulte en: www.alkosto.com/iphone-for-life ✧Tarjeta de crédito Alkosto consulte en: www.alkosto.com y www.tarjetaalkosto.com.co ✧0% de intereses Samsung con Tarjetas Crédito Bancolombia y Tarjeta Crédito Davivienda. Ver términos y condiciones aquí."
div,footer__main--terms-and-conditions,"AUTORIZACIÓN PARA EL TRATAMIENTO DE DATOS PERSONALES Y AVISO DE PRIVACIDAD Con esta suscripción obrando por mi propia cuenta y nombre, autorizo en forma previa, expresa e informada, en mi calidad de Titular de los datos personales que comunico a Colombiana de Comercio S.A. (en adelante, “La Compañía”), identificada con NIT. 890.900.943-1, así como a todas sus Unidades de Negocio enunciadas en su Política de Privacidad, para que en los términos de la Ley 1581 de 2012 y demás normatividad vigente en materia de Habeas Data, trate mis datos personales con las siguientes finalidades: (i)comunicar información publicitaria, ofertas, listas de precios y campañas comerciales, entre otra información relativa a los productos y servicios que ofrece, intermedia o comercializa La Compañía, directa o indirectamente, al igual que terceros respecto de los cuales La Compañía tenga una relación contractual y/o comercial vigente para dichos fines; (ii)evaluar preferencias, experiencias sobre productos y hábitos de consumo, al igual que realizar análisis de datos para el apoyo a la actividad comercial de La Compañía; (iii)realizar labores de fidelización de clientes; (iv)invitar a eventos, capacitaciones y otras actividades para fortalecer la relación con los compradores potenciales o efectivos de los productos; (v) realizar acciones de inteligencia de negocios, prospectiva de clientes y tendencias de mercado.Los datos personales serán gestionados de forma segura y algunos tratamientos podrán ser realizados de manera directa o a través de encargados, quienes podrán estar domiciliados dentro o fuera del territorio Colombiano, en Europa y en países tales como los Estados Unidos, entre otros. El tratamiento de los datos personales por parte de La Compañía se realizará dando cumplimiento a la Política de Privacidad y Protección de Datos personales, la cual puede ser consultada en http://www.alkomprar.com/ y a lo dispuesto en la ley 1581 de 2012. Se presume que la información personal suministrada es veraz y ha sido entregada por el titular de esta y/o su representante o persona autorizada.El titular de los datos personales tiene derecho a (i)Conocer, actualizar y rectificar sus datos sobre información parcial, inexacta, incompleta, fraccionada o que induzca al error; (ii)Solicitar prueba de esta autorización; (iii)Ser informado(a) sobre el Tratamiento dado a sus datos; (iv)Presentar quejas a la Superintendencia de Industria y Comercio por infracciones frente a la normatividad vigente en materia de protección de datos personales; (v)Revocar la autorización y solicitar la supresión de los datos suministrados en los términos de la Ley 1581 de 2012; (vi)Acceder gratuitamente a los datos objeto de Tratamiento. Estos derechos podrán ser ejercidos a través de los siguientes canales dispuestos por La Compañía: (i)Calle 11 N° 31 A – 42, Bogotá; (ii) datos.personales@corbeta.com.coTérminos y Condiciones Ofertas de Medios de pagoLegal: Máximo 3 unidades por cliente con cualquier medio de pago (Para consolas máximo 1 unidad por referencia)Tarjeta de Crédito Alkosto: Ofertas válidas del 24 al 30 de Agosto de 2024. La vigencia puede variar de acuerdo con el producto seleccionado. Descuento válido al pagar el total de la compra con Tarjeta Alkosto Mastercard. Máximo 3 unidades por cliente. El seguro incluido en las ofertas de celulares es otorgado por SEGUROS GENERALES SURAMERICANA S.A., TUYA no asume ninguna responsabilidad referente al seguro. Oferta válida en almacenes Alkosto, Ktronix, www.alkosto.com, www.ktronix.com, excepto Nariño. Los intereses se liquidarán con la tasa vigente en el momento del uso, tasa para el mes de agosto de 2024: 29,18663% E.A. Aprobación sujeta a análisis de riesgo por Tuya S.A. Tarjeta Alkosto Mastercard emitida por Compañía de Financiamiento TUYA S.A. Legal bancos: Oferta válida del 24 al 30 de agosto 2024 pagando con Tarjetas de Crédito Fácil Codensa, Tarjeta de Crédito Fácil Codensa Mastercard y Tarjetas de Crédito Davivienda (excepto tarjetas débito, tarjetas de crédito empresarial, marca privada, virtuales, sin banda, línea libranza, cuota fija, Diners Fondavivienda, Cafeteras, Agropecuarias, Diners Gift, Alianza Su+ (OutletCard, NafNaf, Americanino, Chevignon, Esprit, Mango, American Eagle). Las ofertas con Tarjetas de Crédito NO aplican para pago con billeteras digitales. Aplica en los almacenes Alkosto, Ktronix a nivel nacional y en www.alkosto.com, www.ktronix.com, (No aplica en los almacenes del Departamento de Nariño). El descuento es directo en el precio y se hace efectivo en los puntos de pago, para las compras realizadas por Internet el descuento se verá reflejado en el momento de seleccionar el medio de pago Tarjetas Crédito según corresponda la oferta. Para productos en oferta máximo tres unidades por referencia, en consolas máximo una unidad por tarjetahabiente. La disponibilidad de los productos depende del inventario que maneje cada almacén. No canjeable por efectivo, no acumulable con otras ofertas. Para aplicar al descuento se debe pagar la totalidad de la compra con las tarjetas de crédito mencionadas, según corresponda la oferta. Para compras por internet no aplican las ofertas de los productos que sean combos o Kasados. La calidad, idoneidad, seguridad y garantía de los productos y servicios ofrecidos son responsabilidad exclusiva del establecimiento de comercio. Consulte puntos de venta, términos y condiciones en www.alkosto.com y www.ktronix.com. Los Productos y Servicios Financieros son ofrecidos por cada banco, quien liquidará las cuotas de acuerdo con la tasa que determine. Crédito Fácil Codensa: es un producto financiado por Multibanca Colpatria del Grupo Scotiabank, La tasa aplicada será la vigente el día de la compra, consúltelas en www.creditofacilcodensa.com/herramientas-globales/tasas-y-tarifas. Aprobación sujeta a políticas de la entidad. Scotiabank Colpatria actúa únicamente como financiador. Financia Scotiabank Colpatria establecimiento bancario vigilado por la Superintendencia financiera de Colombia. Los productos aquí desitos son ofrecidos por Alkosto, Ktronix y Alkomprar, por lo tanto, son ellos los responsables de la oferta, la venta, la entrega, el funcionamiento y la garantía de estos. Imágenes de referencia, el tamaño de las fotos no necesariamente representa el tamaño real del producto. La información de precio, unidades, características y detalle del producto se encuentra publicada en cada una de las referencias. Aplica únicamente para tarjetas de crédito emitidas en Colombia. Para ofertas de beneficio de 0% de interés, por favor consultar en los siguientes enlaces de acuerdo con la entidad.  ✧Davivienda 0% de intereses y Plan 0es3 (bine 459321) en productos Apple consulte en: www.alkosto.com/davivienda-plan-0es3-0interes ✧Davivienda 0% de Interés PLAN INTELIGENTE consulte en: https://www.alkosto.com/davivienda-plan-inteligente ✧Davivienda iPhone for Life en productos Apple consulte en: www.alkosto.com/iphone-for-life ✧Tarjeta de crédito Alkosto consulte en: www.alkosto.com y www.tarjetaalkosto.com.co ✧0% de intereses Samsung con Tarjetas Crédito Bancolombia y Tarjeta Crédito Davivienda. Ver términos y condiciones aquí."
div,titulo-modal-terminos,AUTORIZACIÓN PARA EL TRATAMIENTO DE DATOS PERSONALES Y AVISO DE PRIVACIDAD
div,texto-modal-terminos,"Con esta suscripción obrando por mi propia cuenta y nombre, autorizo en forma previa, expresa e informada, en mi calidad de Titular de los datos personales que comunico a Colombiana de Comercio S.A. (en adelante, “La Compañía”), identificada con NIT. 890.900.943-1, así como a todas sus Unidades de Negocio enunciadas en su Política de Privacidad, para que en los términos de la Ley 1581 de 2012 y demás normatividad vigente en materia de Habeas Data, trate mis datos personales con las siguientes finalidades: (i)comunicar información publicitaria, ofertas, listas de precios y campañas comerciales, entre otra información relativa a los productos y servicios que ofrece, intermedia o comercializa La Compañía, directa o indirectamente, al igual que terceros respecto de los cuales La Compañía tenga una relación contractual y/o comercial vigente para dichos fines; (ii)evaluar preferencias, experiencias sobre productos y hábitos de consumo, al igual que realizar análisis de datos para el apoyo a la actividad comercial de La Compañía; (iii)realizar labores de fidelización de clientes; (iv)invitar a eventos, capacitaciones y otras actividades para fortalecer la relación con los compradores potenciales o efectivos de los productos; (v) realizar acciones de inteligencia de negocios, prospectiva de clientes y tendencias de mercado.Los datos personales serán gestionados de forma segura y algunos tratamientos podrán ser realizados de manera directa o a través de encargados, quienes podrán estar domiciliados dentro o fuera del territorio Colombiano, en Europa y en países tales como los Estados Unidos, entre otros. El tratamiento de los datos personales por parte de La Compañía se realizará dando cumplimiento a la Política de Privacidad y Protección de Datos personales, la cual puede ser consultada en http://www.alkomprar.com/ y a lo dispuesto en la ley 1581 de 2012. Se presume que la información personal suministrada es veraz y ha sido entregada por el titular de esta y/o su representante o persona autorizada.El titular de los datos personales tiene derecho a (i)Conocer, actualizar y rectificar sus datos sobre información parcial, inexacta, incompleta, fraccionada o que induzca al error; (ii)Solicitar prueba de esta autorización; (iii)Ser informado(a) sobre el Tratamiento dado a sus datos; (iv)Presentar quejas a la Superintendencia de Industria y Comercio por infracciones frente a la normatividad vigente en materia de protección de datos personales; (v)Revocar la autorización y solicitar la supresión de los datos suministrados en los términos de la Ley 1581 de 2012; (vi)Acceder gratuitamente a los datos objeto de Tratamiento. Estos derechos podrán ser ejercidos a través de los siguientes canales dispuestos por La Compañía: (i)Calle 11 N° 31 A – 42, Bogotá; (ii) datos.personales@corbeta.com.co"
div,titulo-footer-terminos collapsed,Términos y Condiciones Ofertas de Medios de pago
div,texto-footer-terminos collapse,"Legal: Máximo 3 unidades por cliente con cualquier medio de pago (Para consolas máximo 1 unidad por referencia)Tarjeta de Crédito Alkosto: Ofertas válidas del 24 al 30 de Agosto de 2024. La vigencia puede variar de acuerdo con el producto seleccionado. Descuento válido al pagar el total de la compra con Tarjeta Alkosto Mastercard. Máximo 3 unidades por cliente. El seguro incluido en las ofertas de celulares es otorgado por SEGUROS GENERALES SURAMERICANA S.A., TUYA no asume ninguna responsabilidad referente al seguro. Oferta válida en almacenes Alkosto, Ktronix, www.alkosto.com, www.ktronix.com, excepto Nariño. Los intereses se liquidarán con la tasa vigente en el momento del uso, tasa para el mes de agosto de 2024: 29,18663% E.A. Aprobación sujeta a análisis de riesgo por Tuya S.A. Tarjeta Alkosto Mastercard emitida por Compañía de Financiamiento TUYA S.A. Legal bancos: Oferta válida del 24 al 30 de agosto 2024 pagando con Tarjetas de Crédito Fácil Codensa, Tarjeta de Crédito Fácil Codensa Mastercard y Tarjetas de Crédito Davivienda (excepto tarjetas débito, tarjetas de crédito empresarial, marca privada, virtuales, sin banda, línea libranza, cuota fija, Diners Fondavivienda, Cafeteras, Agropecuarias, Diners Gift, Alianza Su+ (OutletCard, NafNaf, Americanino, Chevignon, Esprit, Mango, American Eagle). Las ofertas con Tarjetas de Crédito NO aplican para pago con billeteras digitales. Aplica en los almacenes Alkosto, Ktronix a nivel nacional y en www.alkosto.com, www.ktronix.com, (No aplica en los almacenes del Departamento de Nariño). El descuento es directo en el precio y se hace efectivo en los puntos de pago, para las compras realizadas por Internet el descuento se verá reflejado en el momento de seleccionar el medio de pago Tarjetas Crédito según corresponda la oferta. Para productos en oferta máximo tres unidades por referencia, en consolas máximo una unidad por tarjetahabiente. La disponibilidad de los productos depende del inventario que maneje cada almacén. No canjeable por efectivo, no acumulable con otras ofertas. Para aplicar al descuento se debe pagar la totalidad de la compra con las tarjetas de crédito mencionadas, según corresponda la oferta. Para compras por internet no aplican las ofertas de los productos que sean combos o Kasados. La calidad, idoneidad, seguridad y garantía de los productos y servicios ofrecidos son responsabilidad exclusiva del establecimiento de comercio. Consulte puntos de venta, términos y condiciones en www.alkosto.com y www.ktronix.com. Los Productos y Servicios Financieros son ofrecidos por cada banco, quien liquidará las cuotas de acuerdo con la tasa que determine. Crédito Fácil Codensa: es un producto financiado por Multibanca Colpatria del Grupo Scotiabank, La tasa aplicada será la vigente el día de la compra, consúltelas en www.creditofacilcodensa.com/herramientas-globales/tasas-y-tarifas. Aprobación sujeta a políticas de la entidad. Scotiabank Colpatria actúa únicamente como financiador. Financia Scotiabank Colpatria establecimiento bancario vigilado por la Superintendencia financiera de Colombia. Los productos aquí desitos son ofrecidos por Alkosto, Ktronix y Alkomprar, por lo tanto, son ellos los responsables de la oferta, la venta, la entrega, el funcionamiento y la garantía de estos. Imágenes de referencia, el tamaño de las fotos no necesariamente representa el tamaño real del producto. La información de precio, unidades, características y detalle del producto se encuentra publicada en cada una de las referencias. Aplica únicamente para tarjetas de crédito emitidas en Colombia. Para ofertas de beneficio de 0% de interés, por favor consultar en los siguientes enlaces de acuerdo con la entidad.  ✧Davivienda 0% de intereses y Plan 0es3 (bine 459321) en productos Apple consulte en: www.alkosto.com/davivienda-plan-0es3-0interes ✧Davivienda 0% de Interés PLAN INTELIGENTE consulte en: https://www.alkosto.com/davivienda-plan-inteligente ✧Davivienda iPhone for Life en productos Apple consulte en: www.alkosto.com/iphone-for-life ✧Tarjeta de crédito Alkosto consulte en: www.alkosto.com y www.tarjetaalkosto.com.co ✧0% de intereses Samsung con Tarjetas Crédito Bancolombia y Tarjeta Crédito Davivienda. Ver términos y condiciones aquí."
div,col-12,Legal: Máximo 3 unidades por cliente con cualquier medio de pago (Para consolas máximo 1 unidad por referencia)
div,col-md-1,N/A
div,col-md-11,"Tarjeta de Crédito Alkosto: Ofertas válidas del 24 al 30 de Agosto de 2024. La vigencia puede variar de acuerdo con el producto seleccionado. Descuento válido al pagar el total de la compra con Tarjeta Alkosto Mastercard. Máximo 3 unidades por cliente. El seguro incluido en las ofertas de celulares es otorgado por SEGUROS GENERALES SURAMERICANA S.A., TUYA no asume ninguna responsabilidad referente al seguro. Oferta válida en almacenes Alkosto, Ktronix, www.alkosto.com, www.ktronix.com, excepto Nariño. Los intereses se liquidarán con la tasa vigente en el momento del uso, tasa para el mes de agosto de 2024: 29,18663% E.A. Aprobación sujeta a análisis de riesgo por Tuya S.A. Tarjeta Alkosto Mastercard emitida por Compañía de Financiamiento TUYA S.A."
